"Year","Gender","Caucasian","Age","Age_Cat","Inc_Cat","Education","Wrk_Stat","Dwelling","Own_Rent","Electronics","Percrip_Med","Drn_Clnr","Dsps_Food"
2010,"Female","Person of Color",62,"55 to 64","Less than $25,000","Some college","Other","Single Family house","Own",4,2,4,4
2010,"Male","Caucasian",37,"35 to 44","$100,000 or more","Some college","Employed","Apartment or Condo","Own",4,2,4,3
2010,"Female","Caucasian",27,"25 to 34","Between $50,000 and $75,000","Some graduate work","Employed","Apartment or Condo","Rent",4,NA,4,3
2010,"Female","Person of Color",52,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
2010,"Female",NA,42,"35 to 44","Between $50,000 and $75,000","Graduate degree(s)","Employed","Apartment or Condo","Own",4,2,4,1
2010,"Female","Caucasian",22,"18 to 24","Less than $25,000","Some graduate work","Student","Apartment or Condo","Rent",4,2,2,2
2010,"Female","Caucasian",56,"55 to 64","Between $25,000 and 50,000","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,4
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Male","Caucasian",34,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Rent",4,NA,4,3
2010,"Male","Person of Color",27,"25 to 34","Between $25,000 and 50,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,NA,4,2
2010,"Male","Caucasian",24,"25 to 34","Less than $25,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,2,4,2
2010,"Female","Person of Color",36,"35 to 44","Between $25,000 and 50,000","Associates Degree","Employed","Apartment or Condo","Rent",4,2,4,4
2010,"Female","Person of Color",30,"25 to 34","Less than $25,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,2,4,2
2010,"Male","Caucasian",47,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",46,"45 to 54","Between $75,000 and $100,000","Associates Degree","Employed","Apartment or Condo","Own",4,1,4,4
2010,"Male","Caucasian",49,"45 to 54","$100,000 or more","Associates Degree","Employed","Single Family house","Rent",4,NA,4,3
2010,"Male","Person of Color",46,"45 to 54","Between $50,000 and $75,000","Bachelor's Degree","Employed","Apartment or Condo","Own",4,2,2,2
2010,"Female","Caucasian",30,"25 to 34","Between $75,000 and $100,000","Bachelor's Degree","Other","Apartment or Condo","Rent",NA,2,4,3
2010,"Male","Caucasian",53,"45 to 54","$100,000 or more","Associates Degree","Employed","Single Family house","Own",4,2,4,3
2010,"Male","Person of Color",47,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,4
2010,"Female","Caucasian",NA,NA,NA,"Associates Degree","Employed","Apartment or Condo","Rent",4,2,4,4
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,3
2010,"Female","Caucasian",35,"35 to 44",NA,"Some graduate work","Other","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",54,"55 to 64","Between $25,000 and 50,000","Some college","Employed","Single Family house","Own",2,2,4,3
2010,"Male","Caucasian",58,"55 to 64","Between $75,000 and $100,000","Some college","Retired","Single Family house","Own",4,2,4,3
2010,"Male","Caucasian",45,"45 to 54","$100,000 or more","Bachelor's Degree","Other","Single Family house","Own",4,NA,4,3
2010,"Female","Caucasian",32,"25 to 34","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Rent",NA,4,4,3
2010,"Male","Person of Color",30,"25 to 34","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,4,4,2
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Female","Caucasian",45,"45 to 54","$100,000 or more","Associates Degree","Student","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",66,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,2,4,NA
2010,"Male","Caucasian",42,"35 to 44",NA,"Bachelor's Degree","Employed","Apartment or Condo","Rent",4,2,4,3
2010,"Male","Caucasian",48,"45 to 54","Between $25,000 and 50,000","Some college","Employed","Single Family house","Own",4,1,4,4
2010,"Male","Caucasian",27,"25 to 34","Between $75,000 and $100,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,2,4,1
2010,"Male","Person of Color",39,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,1
2010,"Female","Caucasian",36,"35 to 44","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,1,NA,3
2010,"Female","Caucasian",40,"35 to 44","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2010,"Male","Person of Color",36,"35 to 44","Between $25,000 and 50,000","High school diploma / GED","Employed","Mobile Home","Own",4,2,4,2
2010,"Male","Person of Color",41,"35 to 44","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,3
2010,"Female","Caucasian",78,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,2,4,1
2010,"Male","Caucasian",27,"25 to 34","Less than $25,000","Associates Degree","Employed","Apartment or Condo","Rent",4,NA,4,2
2010,"Male","Caucasian",51,"45 to 54","$100,000 or more","Associates Degree","Employed","Single Family house","Own",4,NA,4,NA
2010,"Female","Caucasian",74,"65 or older","Less than $25,000","Graduate degree(s)","Retired","Apartment or Condo","Rent",4,NA,4,2
2010,"Female","Caucasian",37,"35 to 44","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",60,"55 to 64","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Own",2,2,4,2
2010,"Male","Caucasian",29,"25 to 34","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Rent",NA,2,4,1
2010,"Female","Caucasian",42,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,NA,3
2010,"Female","Caucasian",52,"45 to 54","$100,000 or more","Bachelor's Degree","Student","Single Family house","Own",NA,4,4,4
2010,"Male","Caucasian",54,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,1
2010,"Male","Person of Color",37,"35 to 44","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Own",4,2,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
2010,"Male","Person of Color",NA,"65 or older",NA,"Bachelor's Degree","Employed","Single Family house","Own",4,2,2,2
2010,"Female","Person of Color",29,"25 to 34","Between $50,000 and $75,000","Graduate degree(s)","Employed","Apartment or Condo","Own",2,NA,4,1
2010,"Female","Caucasian",45,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",74,"65 or older","Between $75,000 and $100,000","Bachelor's Degree","Retired","Single Family house","Own",4,2,4,1
2010,"Female","Caucasian",27,"25 to 34","Between $50,000 and $75,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,NA,4,3
2010,"Male","Caucasian",44,"45 to 54","Between $75,000 and $100,000","Associates Degree","Employed","Apartment or Condo","Rent",4,NA,4,2
2010,"Male","Caucasian",74,"65 or older","Between $25,000 and 50,000","Graduate degree(s)","Retired","Single Family house","Own",4,4,4,1
2010,NA,NA,NA,NA,NA,"Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,3
2010,"Female","Caucasian",29,"25 to 34","Between $50,000 and $75,000","Some college","Employed","Apartment or Condo","Rent",4,NA,4,4
2010,"Male","Caucasian",59,"55 to 64","Between $50,000 and $75,000","Some graduate work","Employed","Apartment or Condo","Rent",4,2,4,4
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
2010,"Female","Caucasian",NA,NA,"Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Own",4,1,4,4
2010,NA,"Caucasian",NA,NA,"Less than $25,000","Bachelor's Degree","Employed","Single Family house","Rent",4,2,4,2
2010,"Male","Caucasian",41,"35 to 44","$100,000 or more","Some college","Other","Single Family house","Own",4,NA,NA,4
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Male","Caucasian",49,"45 to 54","Between $50,000 and $75,000","Some college","Employed","Single Family house","Own",4,NA,4,2
2010,"Male","Caucasian",27,"25 to 34","Less than $25,000","Graduate degree(s)","Employed","Single Family house","Rent",2,2,NA,2
2010,"Female","Caucasian",59,"55 to 64","Between $50,000 and $75,000","High school diploma / GED","Retired","Single Family house","Own",4,2,4,2
2010,"Male","Person of Color",35,"35 to 44","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Rent",4,2,4,2
2010,"Female","Caucasian",35,"35 to 44","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,4,4,4
2010,"Male","Person of Color",34,"35 to 44",NA,"Graduate degree(s)","Employed","Apartment or Condo","Own",4,2,4,2
2010,"Male","Person of Color",27,"25 to 34","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,NA,4,1
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4
2010,"Female","Caucasian",61,"55 to 64","Between $25,000 and 50,000","Bachelor's Degree","Other","Single Family house","Own",4,2,4,4
2010,"Female","Caucasian",53,"45 to 54","Between $50,000 and $75,000","Associates Degree","Employed","Single Family house","Own",4,4,4,3
2010,"Female","Person of Color",41,"35 to 44","$100,000 or more","Graduate degree(s)","Student","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",44,"45 to 54","Between $75,000 and $100,000","Bachelor's Degree","Other","Single Family house","Own",4,4,2,4
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA
2010,"Male","Caucasian",78,"65 or older","Between $75,000 and $100,000","Graduate degree(s)","Retired","Single Family house","Own",4,NA,4,1
2010,"Female","Caucasian",48,"45 to 54","$100,000 or more","Bachelor's Degree","Student","Single Family house","Rent",4,2,4,1
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Male","Person of Color",40,"35 to 44","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",38,"35 to 44","Between $25,000 and 50,000","Associates Degree","Employed","Apartment or Condo","Rent",4,2,2,1
2010,"Male","Caucasian",34,"35 to 44","Between $50,000 and $75,000","Associates Degree","Employed","Apartment or Condo","Rent",4,1,1,1
2010,"Male","Person of Color",25,"25 to 34","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Rent",NA,2,4,1
2010,"Female","Caucasian",26,"25 to 34","Less than $25,000","Graduate degree(s)","Student","Apartment or Condo","Rent",NA,2,4,2
2010,"Female","Caucasian",53,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,1,4,1
2010,"Female","Caucasian",53,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,NA,3
2010,"Female","Caucasian",51,"45 to 54","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",NA,4,4,3
2010,"Male","Caucasian",55,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,4
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Male",NA,51,"45 to 54","Less than $25,000","Some graduate work","Student","Single Family house","Own",2,1,4,2
2010,"Female","Caucasian",59,"55 to 64","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",2,2,4,1
2010,"Female","Caucasian",38,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Apartment or Condo","Own",4,2,4,2
2010,"Male","Caucasian",46,"45 to 54","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2010,"Male","Caucasian",62,"55 to 64","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,NA,4,4
2010,"Female","Caucasian",23,"18 to 24","Between $75,000 and $100,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,4,NA,1
2010,"Male","Caucasian",37,"35 to 44","Between $75,000 and $100,000","Associates Degree","Employed","Single Family house","Own",4,2,4,2
2010,"Female","Person of Color",49,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",NA,2,4,3
2010,"Female","Caucasian",31,"25 to 34","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Rent",NA,2,4,2
2010,"Female","Caucasian",20,"18 to 24",NA,"Some college","Employed","Apartment or Condo","Rent",4,2,4,1
2010,"Male","Person of Color",69,"65 or older","$100,000 or more","Some graduate work","Retired","Apartment or Condo","Rent",4,NA,4,3
2010,"Male","Caucasian",NA,"65 or older","Between $75,000 and $100,000","Some graduate work","Employed","Apartment or Condo","Own",4,2,2,2
2010,"Female","Caucasian",37,"35 to 44","Between $25,000 and 50,000","Some college","Student","Apartment or Condo","Rent",4,2,4,2
2010,"Male","Caucasian",30,"25 to 34","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,3
2010,"Female","Caucasian",34,"35 to 44","Between $50,000 and $75,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,NA,4,3
2010,"Female","Caucasian",44,"45 to 54","Between $25,000 and 50,000","Some college","Employed","Single Family house","Own",4,1,4,2
2010,"Male","Caucasian",53,"45 to 54","Between $25,000 and 50,000","Some college","Other","Single Family house","Own",4,2,2,1
2010,"Male","Caucasian",41,"35 to 44","$100,000 or more","Bachelor's Degree","Other","Single Family house","Own",4,1,2,1
2010,"Male","Caucasian",29,"25 to 34","Less than $25,000","Graduate degree(s)","Student","Apartment or Condo","Rent",4,2,4,2
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1
2010,"Female","Caucasian",43,"35 to 44","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",4,NA,4,2
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Male","Caucasian",54,"55 to 64","Between $50,000 and $75,000","Some college","Employed","Apartment or Condo","Own",4,NA,4,1
2010,"Male","Caucasian",39,"35 to 44","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",4,NA,4,1
2010,"Male","Caucasian",27,"25 to 34","Between $75,000 and $100,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",2,2,4,1
2010,"Male","Caucasian",57,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Own",4,2,4,3
2010,"Female","Caucasian",53,"45 to 54",NA,"Some college","Student","Single Family house","Own",4,1,4,2
2010,"Female","Caucasian",45,"45 to 54","$100,000 or more","Graduate degree(s)","Student","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",36,"35 to 44","Between $75,000 and $100,000","Bachelor's Degree","Employed","Apartment or Condo","Own",4,4,4,4
2010,"Female","Caucasian",59,"55 to 64","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",4,NA,4,3
2010,"Female","Caucasian",63,"55 to 64","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,2,4,4
2010,"Female","Caucasian",27,"25 to 34","$100,000 or more","Bachelor's Degree","Student","Single Family house","Rent",2,2,2,2
2010,"Male","Person of Color",57,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,4,2
2010,"Female","Caucasian",58,"55 to 64","$100,000 or more","Associates Degree","Employed","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",33,"25 to 34",NA,"Bachelor's Degree","Employed","Apartment or Condo","Own",NA,2,4,2
2010,"Male","Caucasian",62,"55 to 64","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",4,1,4,2
2010,"Male","Caucasian",82,"65 or older","Between $50,000 and $75,000","Some graduate work","Retired","Apartment or Condo","Rent",NA,NA,NA,NA
2010,"Female","Caucasian",42,"35 to 44",NA,"Bachelor's Degree","Employed","Single Family house","Own",4,NA,4,1
2010,"Male","Caucasian",31,"25 to 34","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",4,2,4,2
2010,"Female","Caucasian",62,"55 to 64",NA,"High school diploma / GED","Employed","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",25,"25 to 34","Between $25,000 and 50,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",2,2,4,4
2010,"Female","Caucasian",27,"25 to 34","Between $50,000 and $75,000","Graduate degree(s)","Employed","Apartment or Condo","Own",4,NA,4,3
2010,"Female","Caucasian",63,"55 to 64","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",4,NA,4,NA
2010,"Female","Caucasian",48,"45 to 54",NA,"Graduate degree(s)","Retired","Single Family house","Own",4,NA,4,2
2010,"Female","Caucasian",41,"35 to 44","$100,000 or more","Bachelor's Degree","Student","Single Family house","Own",4,2,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Female","Caucasian",76,"65 or older","Between $50,000 and $75,000","High school diploma / GED","Retired","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",51,"45 to 54","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,4
2010,"Male","Caucasian",43,"35 to 44","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",4,NA,4,1
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
2010,"Female","Caucasian",62,"55 to 64","Between $75,000 and $100,000","Graduate degree(s)","Retired","Apartment or Condo","Own",4,2,4,2
2010,"Female",NA,47,"45 to 54","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",4,NA,4,3
2010,"Male","Caucasian",30,"25 to 34","Between $25,000 and 50,000","Bachelor's Degree","Employed","Single Family house","Rent",4,2,2,3
2010,"Male",NA,24,"25 to 34","Between $75,000 and $100,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",2,NA,4,2
2010,"Female","Caucasian",35,"35 to 44","$100,000 or more","Graduate degree(s)","Student","Single Family house","Own",4,NA,4,3
2010,"Male","Caucasian",52,"45 to 54",NA,"Associates Degree","Employed","Apartment or Condo","Own",NA,2,4,NA
2010,"Female","Caucasian",37,"35 to 44","Between $50,000 and $75,000","Some graduate work","Employed","Single Family house","Rent",4,NA,4,3
2010,"Male","Caucasian",62,"55 to 64","Between $75,000 and $100,000","High school diploma / GED","Employed","Single Family house","Own",4,NA,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA
2010,"Female","Caucasian",47,"45 to 54","Between $75,000 and $100,000","Some college","Employed","Single Family house","Own",4,2,4,3
2010,"Male","Caucasian",59,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,4
2010,NA,NA,NA,NA,NA,"Graduate degree(s)","Employed","Apartment or Condo","Own",NA,NA,4,1
2010,"Male","Person of Color",27,"25 to 34","Between $50,000 and $75,000",NA,"Employed","Apartment or Condo","Rent",NA,2,2,2
2010,"Male","Caucasian",80,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,2,4,4
2010,"Male","Caucasian",46,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,4,3
2010,"Male","Person of Color",38,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,2
2010,"Male","Person of Color",28,"25 to 34","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,NA,4,1
2010,"Male","Caucasian",39,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,4
2010,"Female","Caucasian",49,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,3
2010,"Male","Person of Color",37,"35 to 44",NA,"Bachelor's Degree","Employed","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",32,"25 to 34","Less than $25,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,4,4,3
2010,"Female","Caucasian",22,"18 to 24","Less than $25,000","Bachelor's Degree","Other","Apartment or Condo","Rent",4,2,NA,1
2010,"Male","Caucasian",29,"25 to 34","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,NA,2,3
2010,"Female","Person of Color",39,"35 to 44","Between $50,000 and $75,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,2,4,2
2010,"Male","Caucasian",75,"65 or older","$100,000 or more","Bachelor's Degree","Retired","Apartment or Condo","Own",4,2,4,2
2010,"Male","Caucasian",65,"65 or older","$100,000 or more","Some graduate work","Retired","Single Family house","Own",4,1,4,2
2010,"Female","Caucasian",33,"25 to 34","$100,000 or more","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,2,2,1
2010,"Female","Caucasian",66,"65 or older","$100,000 or more","Bachelor's Degree","Retired","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",23,"18 to 24","Less than $25,000","Bachelor's Degree","Other","Apartment or Condo","Rent",NA,NA,4,4
2010,"Female","Caucasian",37,"35 to 44","$100,000 or more","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,1,4,2
2010,"Female","Caucasian",36,"35 to 44",NA,"Graduate degree(s)","Employed","Apartment or Condo","Own",4,2,4,2
2010,"Male","Caucasian",32,"25 to 34","$100,000 or more","High school diploma / GED","Employed","Single Family house","Own",4,4,4,4
2010,"Male","Caucasian",47,"45 to 54","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,2,4,4
2010,"Female","Caucasian",49,"45 to 54","Between $25,000 and 50,000","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,4
2010,"Female","Caucasian",43,"35 to 44","Between $25,000 and 50,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,2,4,4
2010,"Female","Caucasian",41,"35 to 44","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,2,3
2010,"Male","Caucasian",66,"65 or older",NA,"Graduate degree(s)","Employed","Single Family house","Rent",4,2,4,2
2010,"Female","Caucasian",21,"18 to 24","$100,000 or more","Bachelor's Degree","Student","Apartment or Condo","Rent",4,NA,4,2
2010,"Female","Person of Color",52,"45 to 54","$100,000 or more","Associates Degree","Employed","Single Family house","Own",4,2,4,1
2010,"Female","Caucasian",51,"45 to 54","Between $75,000 and $100,000","Associates Degree","Employed","Single Family house","Own",4,2,4,2
2010,"Male","Caucasian",50,"45 to 54",NA,"Bachelor's Degree","Employed","Single Family house","Own",2,1,4,2
2010,NA,"Caucasian",NA,"65 or older",NA,"Graduate degree(s)","Employed","Apartment or Condo","Rent",4,NA,4,2
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA
2010,"Female","Caucasian",31,"25 to 34","Between $25,000 and 50,000","High school diploma / GED","Employed","Single Family house","Rent",4,NA,4,2
2010,"Female","Caucasian",47,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,4
2010,"Female","Caucasian",34,"35 to 44","Between $50,000 and $75,000","Some graduate work","Employed","Apartment or Condo","Own",4,NA,4,1
2010,"Male","Caucasian",34,"35 to 44","Between $50,000 and $75,000","High school diploma / GED","Employed","Apartment or Condo","Rent",4,NA,4,2
2010,"Male","Caucasian",33,"25 to 34","Between $75,000 and $100,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,2,4,3
2010,"Female","Caucasian",57,"55 to 64","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,2,4,4
2010,"Male","Caucasian",27,"25 to 34","Between $25,000 and 50,000","Graduate degree(s)","Employed","Apartment or Condo","Rent",4,NA,4,4
2010,"Female","Caucasian",35,"35 to 44","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,1,4,4
2010,"Female","Caucasian",23,"18 to 24","Less than $25,000","Bachelor's Degree","Student","Apartment or Condo","Rent",4,NA,4,2
2010,"Male","Caucasian",37,"35 to 44","Between $25,000 and 50,000","Bachelor's Degree","Employed","Single Family house","Rent",4,2,4,3
2010,"Male",NA,48,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Rent",4,1,4,1
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Female","Caucasian",48,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,3
2010,"Male","Caucasian",50,"45 to 54","Between $50,000 and $75,000","Some college","Employed","Single Family house","Rent",4,2,4,3
2010,"Female","Person of Color",30,"25 to 34","$100,000 or more","Some college","Student","Single Family house","Own",4,2,NA,2
2010,"Female","Person of Color",60,"55 to 64","Between $75,000 and $100,000","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,4
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
2010,"Male","Caucasian",27,"25 to 34","Between $50,000 and $75,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,NA,4,2
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1
2010,"Male","Caucasian",28,"25 to 34","Between $75,000 and $100,000","Bachelor's Degree","Student","Apartment or Condo","Rent",4,2,NA,3
2010,"Male","Caucasian",28,"25 to 34","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Rent",4,NA,4,3
2010,"Male","Caucasian",30,"25 to 34","Between $50,000 and $75,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,2,4,2
2010,"Male","Caucasian",47,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Female","Person of Color",23,"18 to 24","Less than $25,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,1,2,1
2010,"Female","Caucasian",30,"25 to 34","Less than $25,000","High school diploma / GED","Student","Apartment or Condo","Rent",4,2,1,2
2010,"Male","Caucasian",60,"55 to 64","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,2,4,3
2010,"Male","Caucasian",48,"45 to 54","Between $50,000 and $75,000","Some college","Employed","Apartment or Condo","Own",4,1,4,2
2010,"Female","Caucasian",NA,NA,NA,"Bachelor's Degree","Other","Single Family house","Own",4,2,4,3
2010,"Male","Caucasian",75,"65 or older",NA,"Graduate degree(s)","Employed","Apartment or Condo","Own",4,4,4,1
2010,"Female","Person of Color",44,"45 to 54",NA,"Associates Degree","Employed","Single Family house","Own",4,2,3,3
2010,"Male","Person of Color",33,"25 to 34","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",NA,2,NA,2
2010,"Female","Caucasian",33,"25 to 34","Between $50,000 and $75,000","Graduate degree(s)","Employed","Apartment or Condo","Own",4,NA,4,1
2010,"Male","Caucasian",23,"18 to 24","Between $50,000 and $75,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,NA,4,2
2010,"Male","Caucasian",31,"25 to 34","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,1
2010,"Female","Caucasian",67,"65 or older","Between $75,000 and $100,000","Some graduate work","Retired","Apartment or Condo","Rent",4,1,4,1
2010,"Female","Caucasian",57,"55 to 64","Between $50,000 and $75,000","Some college","Retired","Apartment or Condo","Rent",4,NA,4,2
2010,"Female","Caucasian",62,"55 to 64","Less than $25,000","Bachelor's Degree","Other","Apartment or Condo","Rent",4,2,4,2
2010,"Female","Caucasian",56,"55 to 64","Between $50,000 and $75,000","Some college","Employed","Single Family house","Own",4,NA,4,2
2010,"Male","Caucasian",23,"18 to 24","Between $25,000 and 50,000","Some college","Employed","Apartment or Condo","Rent",NA,NA,4,2
